artist,song,week_number,chart_rank,date
Creed,With Arms Wide Open,7,74.0,2000-06-24
Aaliyah,Try Again,7,16.0,2000-04-29
matchbox twenty,Bent,7,18.0,2000-06-10
"Carey, Mariah",Thank God I Found You,7,26.0,2000-01-22
"Hill, Faith",Breathe,7,28.0,1999-12-18
Mya,Case Of The Ex (Whatcha Gonna Do),7,24.0,2000-09-30
Dream,He Loves U Not,7,32.0,2000-11-11
"Braxton, Toni",He Wasn't Man Enough,7,3.0,2000-04-29
"Anthony, Marc",You Sang To Me,7,21.0,2000-04-08
98¡,Give Me Just One Night (Una Noche),7,2.0,2000-09-30
Destiny's Child,Jumpin' Jumpin',7,40.0,2000-06-24
3 Doors Down,Kryptonite,7,54.0,2000-05-20
Sisqo,Thong Song,7,20.0,2000-03-11
"Aguilera, Christina",I Turn To You,7,20.0,2000-05-27
"Houston, Whitney",My Love Is Your Love,7,8.0,1999-10-16
Joe,I Wanna Know,7,32.0,2000-02-12
"Jordan, Montell",Get It On.. Tonite,7,54.0,1999-12-04
N'Sync,Bye Bye Bye,7,6.0,2000-03-11
Eminem,The Real Slim Shady,7,6.0,2000-06-17
Pink,Most Girls,7,15.0,2000-09-23
"Mumba, Samantha",Gotta Tell You,7,20.0,2000-10-21
Blaque,Bring It All To Me,7,17.0,1999-12-04
"Elliott, Missy ""Misdemeanor""",Hot Boyz,7,5.0,2000-01-08
"Gray, Macy",I Try,7,15.0,2000-04-01
N'Sync,This I Promise You,7,7.0,2000-11-11
Ruff Endz,No More,7,12.0,2000-08-12
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,7,12.0,2000-02-12
Nine Days,Absolutely (Story Of A Girl),7,26.0,2000-06-17
"Dion, Celine",That's The Way It Is,7,30.0,1999-12-25
Blink-182,All The Small Things,7,50.0,2000-01-15
Eiffel 65,Blue (Da Ba Dee),7,9.0,2000-01-22
"Badu, Erkyah",Bag Lady,7,34.0,2000-09-30
Pink,There U Go,7,7.0,2000-04-15
Creed,Higher,7,56.0,1999-10-23
Nelly,(Hot S**t) Country Grammar,7,24.0,2000-06-10
Next,Wifey,7,25.0,2000-07-08
Sonique,It Feels So Good,7,16.0,2000-03-04
"Spears, Britney",Oops!.. I Did It Again,7,12.0,2000-06-03
"Backstreet Boys, The",Shape Of My Heart,7,10.0,2000-11-25
Everclear,Wonderful,7,24.0,2000-08-19
Ja Rule,Between Me And You,7,22.0,2000-10-28
"Rimes, LeAnn",I Need You,7,59.0,2000-07-08
Smash Mouth,Then The Morning Comes,7,19.0,1999-12-11
Jay-Z,I Just Wanna Love U (Give It 2 Me),7,14.0,2000-12-09
Jagged Edge,Let's Get Married,7,33.0,2000-06-17
Filter,Take A Picture,7,34.0,2000-01-08
"Martin, Ricky",She Bangs,7,13.0,2000-11-18
Mystikal,Shake Ya Ass,7,22.0,2000-09-23
BBMak,Back Here,7,28.0,2000-06-10
"Spears, Britney",From The Bottom Of My Broken Heart,7,17.0,2000-03-11
Third Eye Blind,Never Let You Go,7,22.0,2000-03-04
Red Hot Chili Peppers,Otherside,7,40.0,2000-03-25
Profyle,Liar,7,14.0,2000-10-28
Barenaked Ladies,Pinch Me,7,33.0,2000-10-21
Jagged Edge,He Can't Love U,7,18.0,2000-01-22
504 Boyz,Wobble Wobble,7,36.0,2000-05-27
Sting,Desert Rose,7,45.0,2000-06-24
Jay-Z,Big Pimpin',7,25.0,2000-06-03
Kid Rock,Only God Knows Why,7,26.0,2000-04-01
Foo Fighters,Learn To Fly,7,42.0,1999-11-27
"Dixie Chicks, The",Goodbye Earl,7,20.0,2000-04-29
Guy,Dancin',7,58.0,2000-01-29
Lil Bow Wow,Bounce With Me,7,20.0,2000-09-30
Westlife,Swear It Again,7,44.0,2000-05-13
Train,Meet Virginia,7,40.0,1999-11-20
"Thomas, Carl",I Wish,7,24.0,2000-05-06
Hanson,This Time Around,7,95.0,2000-06-03
"Simpson, Jessica",I Think I'm In Love With You,7,21.0,2000-08-12
Ludacris,What's Your Fantasy,7,33.0,2000-11-11
Lil' Zane,Callin' Me,7,33.0,2000-09-09
M2M,Don't Say You Love Me,7,44.0,2000-01-01
SoulDecision,Faded,7,35.0,2000-08-19
"Brock, Chad",Yes!,7,39.0,2000-05-20
"Martin, Ricky",Shake Your Bon-Bon,7,39.0,2000-01-01
Vertical Horizon,You're A God,7,30.0,2000-10-07
Avant,Separated,7,35.0,2000-06-10
"Rimes, LeAnn",Big Deal,7,41.0,1999-11-27
IMx,Stay The Night,7,36.0,1999-11-20
Dr. Dre,The Next Episode,7,32.0,2000-07-08
"Spears, Britney",Lucky,7,30.0,2000-09-23
Savage Garden,Crash And Burn,7,26.0,2000-05-20
Kandi,Don't Think I'm Not,7,36.0,2000-09-16
Sammie,I Like It,7,30.0,2000-03-11
Goo Goo Dolls,Broadway,7,29.0,2000-06-03
"Moore, Mandy",I Wanna Be With You,7,31.0,2000-07-29
Dr. Dre,Forgot About Dre,7,30.0,2000-03-04
D'Angelo,Untitled (How Does It Feel),7,28.0,2000-03-04
"Messina, Jo Dee",That's The Way,7,38.0,2000-08-05
Avant,My First Love,7,26.0,2000-12-16
Son By Four,A Puro Dolor (Purest Of Pain),7,65.0,2000-05-20
Da Brat,What'Chu Like,7,41.0,2000-07-15
DMX,Party Up (Up In Here),7,38.0,2000-04-08
"Dixie Chicks, The",Cowboy Take Me Away,7,52.0,2000-01-08
"McGraw, Tim",My Next Thirty Years,7,36.0,2000-12-02
"Tritt, Travis",Best Of Intentions,7,50.0,2000-09-30
Alice Deejay,Better Off Alone,7,34.0,2000-05-20
Hoku,Another Dumb Blonde,7,30.0,2000-04-01
"Houston, Whitney",I Learned From The Best,7,28.0,2000-04-01
Counting Crows,Hanginaround,7,35.0,1999-12-18
Mary Mary,Shackles (Praise You),7,34.0,2000-05-06
"Carey, Mariah",Crybaby,7,95.0,2000-08-05
"McGraw, Tim",My Best Friend,7,55.0,2000-01-08
Sugar Ray,Falls Apart,7,29.0,2000-02-26
Madonna,American Pie,7,40.0,2000-04-01
"Jones, Donell",Where I Wanna Be,7,36.0,2000-06-03
"Paisley, Brad",We Danced,7,39.0,2000-11-25
Lonestar,What About Now,7,47.0,2000-07-22
"Backstreet Boys, The",The One,7,39.0,2000-07-08
"Keith, Toby",How Do You Like Me Now?!,7,41.0,2000-03-11
"Strait, George",The Best Day,7,44.0,2000-03-11
"Dixie Chicks, The",Without You,7,48.0,2000-11-18
Musiq,Just Friends (Sunny),7,52.0,2000-11-25
"McEntire, Reba",What Do You Say,7,56.0,1999-12-11
"Braxton, Toni",Just Be A Man About It,7,32.0,2000-09-09
"Iglesias, Enrique",Rhythm Divine,7,33.0,2000-01-15
"Fabian, Lara",I Will Love Again,7,45.0,2000-07-22
Bon Jovi,It's My Life,7,36.0,2000-09-23
"Evans, Sara",Born To Fly,7,46.0,2000-12-02
"Chesney, Kenny",I Lost It,7,47.0,2000-12-02
J-Shin,One Night Stand,7,49.0,2000-02-05
Eve,Love Is Blind,7,34.0,2000-02-19
Aaliyah,I Don't Wanna,7,35.0,2000-03-11
"Montgomery, John Michael",The Little Girl,7,41.0,2000-10-21
"Carter, Aaron",Aaron's Party (Come Get It),7,43.0,2000-10-07
"Vassar, Phil",Just Another Day In Paradise,7,43.0,2000-11-11
Ice Cube,You Can Do It,7,35.0,2000-01-15
"Wills, Mark",Back At One,7,36.0,2000-02-26
Lucy Pearl,Dance Tonight,7,42.0,2000-07-01
"Jackson, Alan",It Must Be Love,7,44.0,2000-08-05
"Griggs, Andy",She's More,7,52.0,2000-04-22
No Doubt,Simple Kind Of Life,7,52.0,2000-08-12
"Jean, Wyclef",911,7,43.0,2000-11-18
Rascal Flatts,Prayin' For Daylight,7,58.0,2000-06-17
Vitamin C,Graduation (Friends Forever),7,40.0,2000-05-27
"Gilman, Billy",One Voice,7,56.0,2000-07-29
Lonestar,Smile,7,44.0,2000-01-29
"Rogers, Kenny",Buy Me A Rose,7,46.0,2000-04-22
"Lawrence, Tracy",Lessons Learned,7,48.0,2000-03-11
"Strait, George",Go On,7,46.0,2000-10-07
Sisqo,Got To Get It,7,48.0,2000-01-01
Baha Men,Who Let The Dogs Out,7,61.0,2000-09-02
"Walker, Clay",The Chain Of Love,7,44.0,2000-05-27
"McBride, Martina",Love's The Only House,7,52.0,2000-03-18
Amber,Sexual (Li Da Di),7,93.0,1999-08-28
"Tippin, Aaron",Kiss This,7,47.0,2000-10-07
SheDaisy,I Will.. But,7,48.0,2000-08-26
"Raye, Collin",Couldn't Last A Moment,7,63.0,2000-04-29
Black Rob,Whoa!,7,43.0,2000-04-15
"Jackson, Alan",Pop A Top,7,55.0,1999-12-25
"Black, Clint",Been There,7,51.0,2000-04-01
Common,The Light,7,49.0,2000-09-16
"Vassar, Phil",Carlene,7,47.0,2000-04-15
"Jackson, Alan",www.memory,7,47.0,2000-12-16
Vitamin C,The Itch,7,76.0,2001-01-13
"Eastsidaz, The",G'D Up,7,47.0,2000-02-19
Ideal,Whatever,7,54.0,2000-07-22
"Thomas, Carl",Emotional,7,53.0,2001-01-06
Ginuwine,None Of Ur Friends Business,7,48.0,2000-01-22
"Davidson, Clay",Unconditional,7,74.0,2000-05-06
DMX,What You Want,7,62.0,2000-08-12
"John, Elton",Someday Out Of The Blue,7,64.0,2000-06-03
Mya,The Best Of Me,7,50.0,2000-05-27
"Heatherly, Eric",Flowers On The Wall,7,72.0,2000-06-10
Eminem,Stan,7,51.0,2000-12-16
"McEntire, Reba",I'll Be,7,61.0,2000-06-24
"Lopez, Jennifer",Feelin' Good,7,54.0,2000-04-01
"Urban, Keith",Your Everything,7,60.0,2000-08-26
TLC,Dear Lie,7,92.0,2000-03-25
"Gill, Vince",Feels Like Love,7,59.0,2000-10-14
"Houston, Whitney",Could I Have This Kiss Forever,7,60.0,2000-07-29
Bloodhound Gang,The Bad Touch,7,72.0,2000-04-29
"Williams, Robbie",Angels,7,56.0,2000-01-01
"Messina, Jo Dee",Because You Love Me,7,53.0,2000-03-11
"Keith, Toby",Country Comes To Town,7,59.0,2000-09-16
Beenie Man,Girls Dem Sugar,7,54.0,2000-12-02
"Hill, Faith",Let's Make Love,7,60.0,2000-09-23
Kelis,Caught Out There,7,56.0,2000-01-15
Jay-Z,Anything,7,86.0,2000-04-08
3 Doors Down,Loser,7,55.0,2000-12-02
Brooks & Dunn,You'll Always Be Loved By Me,7,82.0,2000-07-22
"Chesney, Kenny",What I Need To Do,7,62.0,2000-05-13
"Stone, Angie",No More Rain (In This Cloud),7,56.0,2000-02-05
Da Brat,That's What I'm Looking For,7,63.0,2000-04-08
SheDaisy,This Woman Needs,7,61.0,2000-03-18
Papa Roach,Last Resort,7,61.0,2000-09-09
"Adams, Yolanda",Open My Heart,7,61.0,2000-10-07
Shyne,Bad Boyz,7,61.0,2000-10-21
R.E.M.,The Great Beyond,7,61.0,2000-02-05
"Diffie, Joe",It's Always Somethin',7,63.0,2000-09-23
"McGraw, Tim",Some Things Never Change,7,60.0,2000-06-24
"Henley, Don",Taking You Home,7,58.0,2000-08-05
Eminem,The Way I Am,7,59.0,2000-10-07
Nas,You Owe Me,7,67.0,2000-05-06
Sister Hazel,Change Your Mind,7,78.0,2000-08-26
"McBride, Martina",There You Are,7,60.0,2000-10-21
Usher,Pop Ya Collar,7,93.0,2000-12-16
Lil' Kim,No Matter What They Say,7,81.0,2000-08-26
Splender,I Think God Can Explain,7,65.0,2000-07-22
M2M,Mirror Mirror,7,65.0,2000-05-13
Kumbia Kings,U Don't Love Me,7,75.0,2000-04-15
Joe,Treat Her Like A Lady,7,68.0,2000-09-16
"Blige, Mary J.",Deep Inside,7,64.0,1999-12-25
"Price, Kelly",You Should've Told Me,7,79.0,2000-11-04
Changing Faces,That Other Woman,7,65.0,2000-11-11
"Wright, Chely",It Was,7,64.0,2000-04-15
Limp Bizkit,Rollin',7,67.0,2000-12-23
Hot Boys,I Need A Hot Girl,7,69.0,2000-04-01
Jay-Z,Do It Again (Put Ya Hands Up),7,92.0,2000-02-26
"Adkins, Trace",More,7,68.0,2000-06-10
"Dixie Chicks, The",Cold Day In July,7,65.0,2000-08-05
"Price, Kelly",As We Lay,7,82.0,2000-08-26
DMX,What's My Name,7,76.0,2000-02-26
"Blige, Mary J.",Give Me You,7,89.0,2000-05-27
Red Hot Chili Peppers,Californication,7,75.0,2000-09-09
Third Eye Blind,Deep Inside Of You,7,72.0,2000-10-14
"Offspring, The",Original Prankster,7,91.0,2001-01-06
"Anthony, Marc",My Baby You,7,74.0,2000-10-28
"Houston, Whitney","Same Script, Different Cast",7,77.0,2000-07-29
"Kravitz, Lenny",I Belong To You,7,90.0,2000-05-06
"Loveless, Patty",That's The Kind Of Mood I'm In,7,82.0,2000-10-28
"Rimes, LeAnn",Can't Fight The Moonlight,7,78.0,2000-10-21
Lil Wayne,Tha Block Is Hot,7,81.0,2000-01-15
2 Pac,Baby Don't Cry (Keep Ya Head Up II),7,99.0,2000-04-08
Drama,"Left, Right, Left",7,80.0,2000-03-25
Limp Bizkit,N 2 Gether Now,7,84.0,2000-01-15
Lox,"Ryde or Die, Chick",7,97.0,2000-04-29
Ying Yang Twins,Whistle While You Twurk,7,74.0,2000-04-29
"Walker, Clay","Live, Laugh, Love",7,82.0,2000-01-15
Metallica,No Leaf Clover (Live),7,86.0,2000-03-25
Yankee Grey,Another Nine Minutes,7,88.0,2000-06-10
Big Punisher,It's So Hard,7,76.0,2000-06-03
"Worley, Darryl",When You Need My Love,7,84.0,2000-07-29
"Cagle, Chris",My Love Goes On And On,7,76.0,2000-12-02
"Byrd, Tracy",Put Your Hand In Mine,7,92.0,2000-03-11
Metallica,I Disappear,7,81.0,2000-06-24
Jay-Z,Hey Papi,7,80.0,2000-09-23
Fatboy Slim,The Rockafeller Skank,7,83.0,1999-12-25
"Levert, Gerald",Mr. Too Damn Good,7,88.0,2000-04-29
"McKnight, Brian",Stay Or Let It Go,7,100.0,2000-04-08
Ginuwine,The Best Man I Can Be,7,85.0,2000-02-19
Before Dark,Monica,7,91.0,2000-07-01
Stone Temple Pilots,Sour Girl,7,89.0,2000-08-19
"Cyrus, Billy Ray",You Won't Be Lonely Now,7,85.0,2000-11-04
Clark Family Experience,Meanwhile Back At The Ranch,7,82.0,2000-12-30
"Thomas, Carl",Summer Rain,7,84.0,2000-11-04
Trick Daddy,Shut Up,7,89.0,2000-07-01
"Moore, Chante",Straight Up,7,83.0,2000-12-09
Cam'ron,What Means The World To You,7,88.0,2000-11-25
"Carter, Torrey",Take That,7,99.0,2000-08-05
Madison Avenue,Don't Call Me Baby,7,92.0,2000-08-19
Limp Bizkit,Re-Arranged,7,96.0,2000-01-15
Nu Flavor,3 Little Words,7,99.0,2000-07-15
"Hart, Beth",L.A. Song,7,98.0,2000-01-08
Funkmaster Flex,Do You,7,100.0,2000-12-23
"Herndon, Ty",No Mercy,7,94.0,2000-04-29
Lil' Mo,Ta Da,7,99.0,2000-09-23
Destiny's Child,Independent Women Part I,8,5.0,2000-11-11
Santana,"Maria, Maria",8,2.0,2000-04-01
Savage Garden,I Knew I Loved You,8,6.0,1999-12-11
Madonna,Music,8,1.0,2000-09-30
"Aguilera, Christina",Come On Over Baby (All I Want Is You),8,9.0,2000-09-23
Janet,Doesn't Really Matter,8,10.0,2000-08-05
Destiny's Child,Say My Name,8,16.0,2000-02-12
"Iglesias, Enrique",Be With You,8,8.0,2000-05-20
Sisqo,Incomplete,8,1.0,2000-08-12
Lonestar,Amazed,8,29.0,1999-07-24
N'Sync,It's Gonna Be Me,8,9.0,2000-06-24
"Aguilera, Christina",What A Girl Wants,8,1.0,2000-01-15
Vertical Horizon,Everything You Want,8,26.0,2000-03-11
Creed,With Arms Wide Open,8,75.0,2000-07-01
Aaliyah,Try Again,8,14.0,2000-05-06
matchbox twenty,Bent,8,16.0,2000-06-17
"Carey, Mariah",Thank God I Found You,8,22.0,2000-01-29
"Hill, Faith",Breathe,8,28.0,1999-12-25
Mya,Case Of The Ex (Whatcha Gonna Do),8,18.0,2000-10-07
Dream,He Loves U Not,8,27.0,2000-11-18
"Braxton, Toni",He Wasn't Man Enough,8,2.0,2000-05-06
"Anthony, Marc",You Sang To Me,8,18.0,2000-04-15
98¡,Give Me Just One Night (Una Noche),8,2.0,2000-10-07
Destiny's Child,Jumpin' Jumpin',8,37.0,2000-07-01
3 Doors Down,Kryptonite,8,53.0,2000-05-27
Sisqo,Thong Song,8,16.0,2000-03-18
"Aguilera, Christina",I Turn To You,8,17.0,2000-06-03
"Houston, Whitney",My Love Is Your Love,8,7.0,1999-10-23
Joe,I Wanna Know,8,28.0,2000-02-19
"Jordan, Montell",Get It On.. Tonite,8,43.0,1999-12-11
N'Sync,Bye Bye Bye,8,5.0,2000-03-18
Eminem,The Real Slim Shady,8,4.0,2000-06-24
Pink,Most Girls,8,13.0,2000-09-30
"Mumba, Samantha",Gotta Tell You,8,10.0,2000-10-28
Blaque,Bring It All To Me,8,14.0,1999-12-11
"Elliott, Missy ""Misdemeanor""",Hot Boyz,8,7.0,2000-01-15
"Gray, Macy",I Try,8,12.0,2000-04-08
N'Sync,This I Promise You,8,7.0,2000-11-18
Ruff Endz,No More,8,10.0,2000-08-19
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,8,10.0,2000-02-19
Nine Days,Absolutely (Story Of A Girl),8,20.0,2000-06-24
"Dion, Celine",That's The Way It Is,8,30.0,2000-01-01
Blink-182,All The Small Things,8,35.0,2000-01-22
Eiffel 65,Blue (Da Ba Dee),8,6.0,2000-01-29
"Badu, Erkyah",Bag Lady,8,6.0,2000-10-07
Pink,There U Go,8,12.0,2000-04-22
Creed,Higher,8,52.0,1999-10-30
Nelly,(Hot S**t) Country Grammar,8,24.0,2000-06-17
Next,Wifey,8,22.0,2000-07-15
Sonique,It Feels So Good,8,16.0,2000-03-11
"Spears, Britney",Oops!.. I Did It Again,8,9.0,2000-06-10
"Backstreet Boys, The",Shape Of My Heart,8,9.0,2000-12-02
Everclear,Wonderful,8,23.0,2000-08-26
Ja Rule,Between Me And You,8,16.0,2000-11-04
"Rimes, LeAnn",I Need You,8,53.0,2000-07-15
Smash Mouth,Then The Morning Comes,8,16.0,1999-12-18
Jay-Z,I Just Wanna Love U (Give It 2 Me),8,14.0,2000-12-16
Jagged Edge,Let's Get Married,8,29.0,2000-06-24
Filter,Take A Picture,8,31.0,2000-01-15
"Martin, Ricky",She Bangs,8,13.0,2000-11-25
Mystikal,Shake Ya Ass,8,15.0,2000-09-30
BBMak,Back Here,8,21.0,2000-06-17
"Spears, Britney",From The Bottom Of My Broken Heart,8,24.0,2000-03-18
Third Eye Blind,Never Let You Go,8,21.0,2000-03-11
Red Hot Chili Peppers,Otherside,8,37.0,2000-04-01
Profyle,Liar,8,19.0,2000-11-04
Barenaked Ladies,Pinch Me,8,29.0,2000-10-28
Jagged Edge,He Can't Love U,8,18.0,2000-01-29
504 Boyz,Wobble Wobble,8,49.0,2000-06-03
Sting,Desert Rose,8,35.0,2000-07-01
Jay-Z,Big Pimpin',8,23.0,2000-06-10
Kid Rock,Only God Knows Why,8,23.0,2000-04-08
Foo Fighters,Learn To Fly,8,32.0,1999-12-04
"Dixie Chicks, The",Goodbye Earl,8,19.0,2000-05-06
Guy,Dancin',8,58.0,2000-02-05
Lil Bow Wow,Bounce With Me,8,20.0,2000-10-07
Westlife,Swear It Again,8,44.0,2000-05-20
Train,Meet Virginia,8,32.0,1999-11-27
"Thomas, Carl",I Wish,8,20.0,2000-05-13
"Simpson, Jessica",I Think I'm In Love With You,8,21.0,2000-08-19
Ludacris,What's Your Fantasy,8,32.0,2000-11-18
Lil' Zane,Callin' Me,8,46.0,2000-09-16
M2M,Don't Say You Love Me,8,21.0,2000-01-08
SoulDecision,Faded,8,27.0,2000-08-26
"Brock, Chad",Yes!,8,33.0,2000-05-27
"Martin, Ricky",Shake Your Bon-Bon,8,46.0,2000-01-08
Vertical Horizon,You're A God,8,29.0,2000-10-14
Avant,Separated,8,32.0,2000-06-17
"Rimes, LeAnn",Big Deal,8,37.0,1999-12-04
IMx,Stay The Night,8,31.0,1999-11-27
Dr. Dre,The Next Episode,8,27.0,2000-07-15
"Spears, Britney",Lucky,8,40.0,2000-09-30
Savage Garden,Crash And Burn,8,24.0,2000-05-27
Kandi,Don't Think I'm Not,8,33.0,2000-09-23
Sammie,I Like It,8,29.0,2000-03-18
Goo Goo Dolls,Broadway,8,25.0,2000-06-10
"Moore, Mandy",I Wanna Be With You,8,28.0,2000-08-05
Dr. Dre,Forgot About Dre,8,31.0,2000-03-11
D'Angelo,Untitled (How Does It Feel),8,28.0,2000-03-11
"Messina, Jo Dee",That's The Way,8,30.0,2000-08-12
Avant,My First Love,8,26.0,2000-12-23
Son By Four,A Puro Dolor (Purest Of Pain),8,64.0,2000-05-27
Da Brat,What'Chu Like,8,33.0,2000-07-22
DMX,Party Up (Up In Here),8,32.0,2000-04-15
"Dixie Chicks, The",Cowboy Take Me Away,8,39.0,2000-01-15
"McGraw, Tim",My Next Thirty Years,8,31.0,2000-12-09
"Tritt, Travis",Best Of Intentions,8,48.0,2000-10-07
Alice Deejay,Better Off Alone,8,29.0,2000-05-27
Hoku,Another Dumb Blonde,8,27.0,2000-04-08
"Houston, Whitney",I Learned From The Best,8,36.0,2000-04-08
Counting Crows,Hanginaround,8,35.0,1999-12-25
Mary Mary,Shackles (Praise You),8,28.0,2000-05-13
"McGraw, Tim",My Best Friend,8,46.0,2000-01-15
Sugar Ray,Falls Apart,8,32.0,2000-03-04
Madonna,American Pie,8,58.0,2000-04-08
"Jones, Donell",Where I Wanna Be,8,41.0,2000-06-10
"Paisley, Brad",We Danced,8,34.0,2000-12-02
Lonestar,What About Now,8,39.0,2000-07-29
"Backstreet Boys, The",The One,8,47.0,2000-07-15
"Keith, Toby",How Do You Like Me Now?!,8,36.0,2000-03-18
"Strait, George",The Best Day,8,41.0,2000-03-18
"Dixie Chicks, The",Without You,8,46.0,2000-11-25
Musiq,Just Friends (Sunny),8,44.0,2000-12-02
"McEntire, Reba",What Do You Say,8,51.0,1999-12-18
"Braxton, Toni",Just Be A Man About It,8,34.0,2000-09-16
"Iglesias, Enrique",Rhythm Divine,8,32.0,2000-01-22
"Fabian, Lara",I Will Love Again,8,40.0,2000-07-29
Bon Jovi,It's My Life,8,33.0,2000-09-30
"Evans, Sara",Born To Fly,8,44.0,2000-12-09
"Chesney, Kenny",I Lost It,8,47.0,2000-12-09
J-Shin,One Night Stand,8,45.0,2000-02-12
Eve,Love Is Blind,8,39.0,2000-02-26
Aaliyah,I Don't Wanna,8,38.0,2000-03-18
"Montgomery, John Michael",The Little Girl,8,35.0,2000-10-28
"Carter, Aaron",Aaron's Party (Come Get It),8,79.0,2000-10-14
"Vassar, Phil",Just Another Day In Paradise,8,38.0,2000-11-18
Ice Cube,You Can Do It,8,46.0,2000-01-22
"Wills, Mark",Back At One,8,39.0,2000-03-04
Lucy Pearl,Dance Tonight,8,42.0,2000-07-08
"Jackson, Alan",It Must Be Love,8,39.0,2000-08-12
"Griggs, Andy",She's More,8,51.0,2000-04-29
No Doubt,Simple Kind Of Life,8,55.0,2000-08-19
"Jean, Wyclef",911,8,38.0,2000-11-25
Rascal Flatts,Prayin' For Daylight,8,58.0,2000-06-24
Vitamin C,Graduation (Friends Forever),8,40.0,2000-06-03
"Gilman, Billy",One Voice,8,55.0,2000-08-05
Lonestar,Smile,8,42.0,2000-02-05
"Rogers, Kenny",Buy Me A Rose,8,43.0,2000-04-29
"Lawrence, Tracy",Lessons Learned,8,48.0,2000-03-18
"Strait, George",Go On,8,46.0,2000-10-14
Sisqo,Got To Get It,8,48.0,2000-01-08
Baha Men,Who Let The Dogs Out,8,58.0,2000-09-09
"Walker, Clay",The Chain Of Love,8,43.0,2000-06-03
"McBride, Martina",Love's The Only House,8,48.0,2000-03-25
Amber,Sexual (Li Da Di),8,96.0,1999-09-04
"Tippin, Aaron",Kiss This,8,45.0,2000-10-14
SheDaisy,I Will.. But,8,47.0,2000-09-02
"Raye, Collin",Couldn't Last A Moment,8,63.0,2000-05-06
Black Rob,Whoa!,8,47.0,2000-04-22
"Jackson, Alan",Pop A Top,8,55.0,2000-01-01
"Black, Clint",Been There,8,47.0,2000-04-08
Common,The Light,8,51.0,2000-09-23
"Vassar, Phil",Carlene,8,45.0,2000-04-22
"Jackson, Alan",www.memory,8,45.0,2000-12-23
Vitamin C,The Itch,8,95.0,2001-01-20
"Eastsidaz, The",G'D Up,8,55.0,2000-02-26
Ideal,Whatever,8,54.0,2000-07-29
"Thomas, Carl",Emotional,8,52.0,2001-01-13
Ginuwine,None Of Ur Friends Business,8,48.0,2000-01-29
"Davidson, Clay",Unconditional,8,69.0,2000-05-13
DMX,What You Want,8,60.0,2000-08-19
"John, Elton",Someday Out Of The Blue,8,73.0,2000-06-10
Mya,The Best Of Me,8,56.0,2000-06-03
"Heatherly, Eric",Flowers On The Wall,8,67.0,2000-06-17
Eminem,Stan,8,57.0,2000-12-23
"McEntire, Reba",I'll Be,8,57.0,2000-07-01
"Lopez, Jennifer",Feelin' Good,8,51.0,2000-04-08
"Urban, Keith",Your Everything,8,59.0,2000-09-02
"Gill, Vince",Feels Like Love,8,58.0,2000-10-21
"Houston, Whitney",Could I Have This Kiss Forever,8,52.0,2000-08-05
Bloodhound Gang,The Bad Touch,8,80.0,2000-05-06
"Williams, Robbie",Angels,8,64.0,2000-01-08
"Messina, Jo Dee",Because You Love Me,8,57.0,2000-03-18
"Keith, Toby",Country Comes To Town,8,58.0,2000-09-23
Beenie Man,Girls Dem Sugar,8,60.0,2000-12-09
"Hill, Faith",Let's Make Love,8,60.0,2000-09-30
Kelis,Caught Out There,8,59.0,2000-01-22
Jay-Z,Anything,8,92.0,2000-04-15
3 Doors Down,Loser,8,59.0,2000-12-09
Brooks & Dunn,You'll Always Be Loved By Me,8,74.0,2000-07-29
"Chesney, Kenny",What I Need To Do,8,58.0,2000-05-20
"Stone, Angie",No More Rain (In This Cloud),8,60.0,2000-02-12
Da Brat,That's What I'm Looking For,8,56.0,2000-04-15
SheDaisy,This Woman Needs,8,68.0,2000-03-25
Papa Roach,Last Resort,8,61.0,2000-09-16
"Adams, Yolanda",Open My Heart,8,58.0,2000-10-14
Shyne,Bad Boyz,8,57.0,2000-10-28
R.E.M.,The Great Beyond,8,66.0,2000-02-12
"Diffie, Joe",It's Always Somethin',8,69.0,2000-09-30
"McGraw, Tim",Some Things Never Change,8,58.0,2000-07-01
"Henley, Don",Taking You Home,8,58.0,2000-08-12
Eminem,The Way I Am,8,62.0,2000-10-14
Nas,You Owe Me,8,67.0,2000-05-13
Sister Hazel,Change Your Mind,8,81.0,2000-09-02
"McBride, Martina",There You Are,8,60.0,2000-10-28
Lil' Kim,No Matter What They Say,8,86.0,2000-09-02
Splender,I Think God Can Explain,8,71.0,2000-07-29
M2M,Mirror Mirror,8,86.0,2000-05-20
Kumbia Kings,U Don't Love Me,8,87.0,2000-04-22
Joe,Treat Her Like A Lady,8,67.0,2000-09-23
"Blige, Mary J.",Deep Inside,8,64.0,2000-01-01
"Price, Kelly",You Should've Told Me,8,75.0,2000-11-11
Changing Faces,That Other Woman,8,66.0,2000-11-18
"Wright, Chely",It Was,8,75.0,2000-04-22
Limp Bizkit,Rollin',8,73.0,2000-12-30
Hot Boys,I Need A Hot Girl,8,77.0,2000-04-08
Jay-Z,Do It Again (Put Ya Hands Up),8,96.0,2000-03-04
"Adkins, Trace",More,8,65.0,2000-06-17
"Dixie Chicks, The",Cold Day In July,8,70.0,2000-08-12
"Price, Kelly",As We Lay,8,89.0,2000-09-02
DMX,What's My Name,8,90.0,2000-03-04
"Blige, Mary J.",Give Me You,8,90.0,2000-06-03
